2.000000 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [S], seq 0, win 65535, options [TS val 2000 ecr 0,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [S.], seq 0, ack 1, win 65535, options [TS val 2050 ecr 2000,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], ack 1, win 32768, options [TS val 2100 ecr 2050,eol], length 0
85.796790 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 727649, win 32768, options [TS val 85746 ecr 85493,eol], length 0
85.796790 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 728721:729257, ack 1, win 32768, options [TS val 85796 ecr 85746,eol], length 536: HTTP
85.897833 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 727649, win 32768, options [TS val 85847 ecr 85493,sack 1 {728721:729257}], length 0
85.897833 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 729257:729793, ack 1, win 32768, options [TS val 85897 ecr 85847,eol], length 536: HTTP
85.998876 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 727649, win 32768, options [TS val 85948 ecr 85493,sack 1 {728721:729793}], length 0
85.998876 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 729793:730329, ack 1, win 32768, options [TS val 85998 ecr 85948,eol], length 536: HTTP
86.099919 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 727649, win 32768, options [TS val 86049 ecr 85493,sack 1 {728721:730329}], length 0
86.099919 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 727649:728185, ack 1, win 32768, options [TS val 86099 ecr 86049,eol], length 536: HTTP
86.200963 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 728185, win 32768, options [TS val 86150 ecr 86099,sack 1 {728721:730329}], length 0
86.200963 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 728185:728721, ack 1, win 32768, options [TS val 86200 ecr 86150,eol], length 536: HTTP
86.201907 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 730329:730865, ack 1, win 32768, options [TS val 86200 ecr 86150,eol], length 536: HTTP
86.301993 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 730329, win 32768, options [TS val 86251 ecr 86200,eol], length 0
86.301993 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 730865:731401, ack 1, win 32768, options [TS val 86301 ecr 86251,eol], length 536: HTTP
86.403023 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 731401, win 32768, options [TS val 86352 ecr 86200,eol], length 0
86.403023 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 731401:731937, ack 1, win 32768, options [TS val 86403 ecr 86352,eol], length 536: HTTP
86.403967 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 731937:732473, ack 1, win 32768, options [TS val 86403 ecr 86352,eol], length 536: HTTP
86.504998 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 732473, win 32768, options [TS val 86454 ecr 86403,eol], length 0
86.504998 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 732473:733009, ack 1, win 32768, options [TS val 86504 ecr 86454,eol], length 536: HTTP
86.505942 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 733009:733545, ack 1, win 32768, options [TS val 86504 ecr 86454,eol], length 536: HTTP
86.506886 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 733545:734081, ack 1, win 32768, options [TS val 86504 ecr 86454,eol], length 536: HTTP
86.606972 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 733545, win 32768, options [TS val 86556 ecr 86504,eol], length 0
86.606972 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 734081:734617, ack 1, win 32768, options [TS val 86606 ecr 86556,eol], length 536: HTTP
86.607916 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 734617:735153, ack 1, win 32768, options [TS val 86606 ecr 86556,eol], length 536: HTTP
86.708003 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 734617, win 32768, options [TS val 86657 ecr 86504,eol], length 0
86.708003 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 735153:735689, ack 1, win 32768, options [TS val 86708 ecr 86657,eol], length 536: HTTP
86.708947 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 735689:736225, ack 1, win 32768, options [TS val 86708 ecr 86657,eol], length 536: HTTP
86.809990 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 735153, win 32768, options [TS val 86759 ecr 86606,sack 1 {735689:736225}], length 0
86.809990 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 736225:736761, ack 1, win 32768, options [TS val 86809 ecr 86759,eol], length 536: HTTP
86.810934 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 736761:737297, ack 1, win 32768, options [TS val 86809 ecr 86759,eol], length 536: HTTP
86.911033 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 735153, win 32768, options [TS val 86860 ecr 86606,sack 1 {735689:736761}], length 0
86.911033 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 737297:737833, ack 1, win 32768, options [TS val 86911 ecr 86860,eol], length 536: HTTP
86.911977 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 735153, win 32768, options [TS val 86861 ecr 86606,sack 1 {735689:737297}], length 0
86.911977 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 735153:735689, ack 1, win 32768, options [TS val 86911 ecr 86861,eol], length 536: HTTP
87.012076 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 735153, win 32768, options [TS val 86961 ecr 86606,sack 1 {735689:737833}], length 0
87.012076 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 737833:738369, ack 1, win 32768, options [TS val 87012 ecr 86961,eol], length 536: HTTP
87.013007 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 737833, win 32768, options [TS val 86962 ecr 86911,eol], length 0
87.013020 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 738369:738905, ack 1, win 32768, options [TS val 87013 ecr 86962,eol], length 536: HTTP
87.114051 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 738905, win 32768, options [TS val 87063 ecr 87012,eol], length 0
87.114051 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 738905:739441, ack 1, win 32768, options [TS val 87114 ecr 87063,eol], length 536: HTTP
87.114995 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 739441:739977, ack 1, win 32768, options [TS val 87114 ecr 87063,eol], length 536: HTTP
87.216025 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 739977, win 32768, options [TS val 87165 ecr 87114,eol], length 0
87.216025 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 739977:740513, ack 1, win 32768, options [TS val 87216 ecr 87165,eol], length 536: HTTP
87.216969 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 740513:741049, ack 1, win 32768, options [TS val 87216 ecr 87165,eol], length 536: HTTP
87.217913 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 741049:741585, ack 1, win 32768, options [TS val 87216 ecr 87165,eol], length 536: HTTP
87.317999 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 741049, win 32768, options [TS val 87267 ecr 87216,eol], length 0
87.317999 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 741585:742121, ack 1, win 32768, options [TS val 87317 ecr 87267,eol], length 536: HTTP
87.318943 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 742121:742657, ack 1, win 32768, options [TS val 87317 ecr 87267,eol], length 536: HTTP
87.419030 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 742121, win 32768, options [TS val 87368 ecr 87216,eol], length 0
87.419030 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 742657:743193, ack 1, win 32768, options [TS val 87419 ecr 87368,eol], length 536: HTTP
87.419974 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 743193:743729, ack 1, win 32768, options [TS val 87419 ecr 87368,eol], length 536: HTTP
87.521017 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 742657, win 32768, options [TS val 87470 ecr 87317,sack 1 {743193:743729}], length 0
87.521017 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 743729:744265, ack 1, win 32768, options [TS val 87521 ecr 87470,eol], length 536: HTTP
87.521961 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 744265:744801, ack 1, win 32768, options [TS val 87521 ecr 87470,eol], length 536: HTTP
87.622060 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 742657, win 32768, options [TS val 87571 ecr 87317,sack 1 {743193:744265}], length 0
87.622060 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 744801:745337, ack 1, win 32768, options [TS val 87622 ecr 87571,eol], length 536: HTTP
87.623004 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 742657, win 32768, options [TS val 87572 ecr 87317,sack 1 {743193:744801}], length 0
87.623004 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 742657:743193, ack 1, win 32768, options [TS val 87623 ecr 87572,eol], length 536: HTTP
87.723103 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 742657, win 32768, options [TS val 87673 ecr 87317,sack 1 {743193:745337}], length 0
87.723103 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 745337:745873, ack 1, win 32768, options [TS val 87723 ecr 87673,eol], length 536: HTTP
87.724035 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 745337, win 32768, options [TS val 87673 ecr 87623,eol], length 0
87.724047 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 745873:746409, ack 1, win 32768, options [TS val 87724 ecr 87673,eol], length 536: HTTP
87.825078 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 746409, win 32768, options [TS val 87774 ecr 87723,eol], length 0
87.825078 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 746409:746945, ack 1, win 32768, options [TS val 87825 ecr 87774,eol], length 536: HTTP
87.826022 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 746945:747481, ack 1, win 32768, options [TS val 87825 ecr 87774,eol], length 536: HTTP
87.927052 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 747481, win 32768, options [TS val 87876 ecr 87825,eol], length 0
87.927052 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 747481:748017, ack 1, win 32768, options [TS val 87927 ecr 87876,eol], length 536: HTTP
87.927996 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 748017:748553, ack 1, win 32768, options [TS val 87927 ecr 87876,eol], length 536: HTTP
87.928940 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 748553:749089, ack 1, win 32768, options [TS val 87927 ecr 87876,eol], length 536: HTTP
88.029027 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 748553, win 32768, options [TS val 87978 ecr 87927,eol], length 0
88.029027 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 749089:749625, ack 1, win 32768, options [TS val 88029 ecr 87978,eol], length 536: HTTP
88.029971 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 749625:750161, ack 1, win 32768, options [TS val 88029 ecr 87978,eol], length 536: HTTP
88.130057 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 749625, win 32768, options [TS val 88079 ecr 87927,eol], length 0
88.130057 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 750161:750697, ack 1, win 32768, options [TS val 88130 ecr 88079,eol], length 536: HTTP
88.131001 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 750697:751233, ack 1, win 32768, options [TS val 88130 ecr 88079,eol], length 536: HTTP
88.231087 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 750697, win 32768, options [TS val 88181 ecr 88029,eol], length 0
88.231087 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 751233:751769, ack 1, win 32768, options [TS val 88231 ecr 88181,eol], length 536: HTTP
88.232031 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 751769:752305, ack 1, win 32768, options [TS val 88231 ecr 88181,eol], length 536: HTTP
88.232975 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 752305:752841, ack 1, win 32768, options [TS val 88231 ecr 88181,eol], length 536: HTTP
88.332118 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 751769, win 32768, options [TS val 88282 ecr 88130,eol], length 0
88.332118 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 752841:753377, ack 1, win 32768, options [TS val 88332 ecr 88282,eol], length 536: HTTP
88.333062 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 753377:753913, ack 1, win 32768, options [TS val 88332 ecr 88282,eol], length 536: HTTP
88.334006 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 752841, win 32768, options [TS val 88283 ecr 88231,eol], length 0
88.334006 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 753913:754449, ack 1, win 32768, options [TS val 88334 ecr 88283,eol], length 536: HTTP
88.334950 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 754449:754985, ack 1, win 32768, options [TS val 88334 ecr 88283,eol], length 536: HTTP
88.434092 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 753913, win 32768, options [TS val 88384 ecr 88332,eol], length 0
88.434092 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 754985:755521, ack 1, win 32768, options [TS val 88434 ecr 88384,eol], length 536: HTTP
88.435036 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 755521:756057, ack 1, win 32768, options [TS val 88434 ecr 88384,eol], length 536: HTTP
88.435980 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 754985, win 32768, options [TS val 88385 ecr 88334,eol], length 0
88.435980 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 756057:756593, ack 1, win 32768, options [TS val 88435 ecr 88385,eol], length 536: HTTP
88.436924 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 756593:757129, ack 1, win 32768, options [TS val 88435 ecr 88385,eol], length 536: HTTP
88.536067 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 756057, win 32768, options [TS val 88485 ecr 88434,eol], length 0
88.536067 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 757129:757665, ack 1, win 32768, options [TS val 88536 ecr 88485,eol], length 536: HTTP
88.537011 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 757665:758201, ack 1, win 32768, options [TS val 88536 ecr 88485,eol], length 536: HTTP
88.537955 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 757129, win 32768, options [TS val 88487 ecr 88435,eol], length 0
88.537955 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 758201:758737, ack 1, win 32768, options [TS val 88536 ecr 88485,eol], length 536: HTTP
88.538899 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 758737:759273, ack 1, win 32768, options [TS val 88537 ecr 88487,eol], length 536: HTTP
88.539843 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 759273:759809, ack 1, win 32768, options [TS val 88537 ecr 88487,eol], length 536: HTTP
88.638041 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 758201, win 32768, options [TS val 88587 ecr 88536,eol], length 0
88.638041 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 759809:760345, ack 1, win 32768, options [TS val 88638 ecr 88587,eol], length 536: HTTP
88.638985 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 760345:760881, ack 1, win 32768, options [TS val 88638 ecr 88587,eol], length 536: HTTP
88.639929 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 759273, win 32768, options [TS val 88589 ecr 88536,eol], length 0
88.639929 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 760881:761417, ack 1, win 32768, options [TS val 88639 ecr 88589,eol], length 536: HTTP
88.640873 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 761417:761953, ack 1, win 32768, options [TS val 88639 ecr 88589,eol], length 536: HTTP
88.739071 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 760345, win 32768, options [TS val 88688 ecr 88537,eol], length 0
88.739071 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 761953:762489, ack 1, win 32768, options [TS val 88739 ecr 88688,eol], length 536: HTTP
88.740015 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 762489:763025, ack 1, win 32768, options [TS val 88739 ecr 88688,eol], length 536: HTTP
88.740959 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 761417, win 32768, options [TS val 88690 ecr 88638,eol], length 0
88.740959 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 763025:763561, ack 1, win 32768, options [TS val 88740 ecr 88690,eol], length 536: HTTP
88.741903 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 763561:764097, ack 1, win 32768, options [TS val 88740 ecr 88690,eol], length 536: HTTP
88.742847 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 764097:764633, ack 1, win 32768, options [TS val 88740 ecr 88690,eol], length 536: HTTP
88.840102 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 762489, win 32768, options [TS val 88790 ecr 88639,eol], length 0
88.840102 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 764633:765169, ack 1, win 32768, options [TS val 88840 ecr 88790,eol], length 536: HTTP
88.841046 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 765169:765705, ack 1, win 32768, options [TS val 88840 ecr 88790,eol], length 536: HTTP
88.841990 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 763561, win 32768, options [TS val 88791 ecr 88739,eol], length 0
88.841990 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 765705:766241, ack 1, win 32768, options [TS val 88841 ecr 88791,eol], length 536: HTTP
88.842934 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 766241:766777, ack 1, win 32768, options [TS val 88841 ecr 88791,eol], length 536: HTTP
88.843878 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 764633, win 32768, options [TS val 88793 ecr 88740,eol], length 0
88.843878 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 766777:767313, ack 1, win 32768, options [TS val 88843 ecr 88793,eol], length 536: HTTP
88.844822 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 767313:767849, ack 1, win 32768, options [TS val 88843 ecr 88793,eol], length 536: HTTP
88.942076 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 765705, win 32768, options [TS val 88891 ecr 88840,eol], length 0
88.942076 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 767849:768385, ack 1, win 32768, options [TS val 88942 ecr 88891,eol], length 536: HTTP
88.943020 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 768385:768921, ack 1, win 32768, options [TS val 88942 ecr 88891,eol], length 536: HTTP
88.943964 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 766777, win 32768, options [TS val 88893 ecr 88841,eol], length 0
88.943964 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 768921:769457, ack 1, win 32768, options [TS val 88943 ecr 88893,eol], length 536: HTTP
88.944908 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 769457:769993, ack 1, win 32768, options [TS val 88943 ecr 88893,eol], length 536: HTTP
88.945852 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 767849, win 32768, options [TS val 88895 ecr 88843,eol], length 0
88.945852 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 769993:770529, ack 1, win 32768, options [TS val 88945 ecr 88895,eol], length 536: HTTP
88.946796 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 770529:771065, ack 1, win 32768, options [TS val 88945 ecr 88895,eol], length 536: HTTP
88.947740 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 771065:771601, ack 1, win 32768, options [TS val 88945 ecr 88895,eol], length 536: HTTP
89.044051 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 768921, win 32768, options [TS val 88993 ecr 88942,eol], length 0
89.044051 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 771601:772137, ack 1, win 32768, options [TS val 89044 ecr 88993,eol], length 536: HTTP
89.044995 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 772137:772673, ack 1, win 32768, options [TS val 89044 ecr 88993,eol], length 536: HTTP
89.045939 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 769993, win 32768, options [TS val 88995 ecr 88943,eol], length 0
89.045939 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 772673:773209, ack 1, win 32768, options [TS val 89045 ecr 88995,eol], length 536: HTTP
89.046883 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 773209:773745, ack 1, win 32768, options [TS val 89045 ecr 88995,eol], length 536: HTTP
89.047827 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 771065, win 32768, options [TS val 88997 ecr 88945,eol], length 0
89.047827 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 773745:774281, ack 1, win 32768, options [TS val 89047 ecr 88997,eol], length 536: HTTP
89.048771 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 774281:774817, ack 1, win 32768, options [TS val 89047 ecr 88997,eol], length 536: HTTP
89.145081 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 772137, win 32768, options [TS val 89094 ecr 88945,eol], length 0
89.145081 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 774817:775353, ack 1, win 32768, options [TS val 89145 ecr 89094,eol], length 536: HTTP
89.146025 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 775353:775889, ack 1, win 32768, options [TS val 89145 ecr 89094,eol], length 536: HTTP
89.146969 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 773209, win 32768, options [TS val 89096 ecr 89044,eol], length 0
89.146969 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 775889:776425, ack 1, win 32768, options [TS val 89146 ecr 89096,eol], length 536: HTTP
89.147913 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 776425:776961, ack 1, win 32768, options [TS val 89146 ecr 89096,eol], length 536: HTTP
89.149814 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 773745, win 32768, options [TS val 89099 ecr 89045,sack 1 {774281:774817}], length 0
89.149814 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 776961:777497, ack 1, win 32768, options [TS val 89149 ecr 89099,eol], length 536: HTTP
89.150758 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 777497:778033, ack 1, win 32768, options [TS val 89149 ecr 89099,eol], length 536: HTTP
89.246124 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 773745, win 32768, options [TS val 89196 ecr 89045,sack 1 {774281:775353}], length 0
